3.483146067415730518e-01,3.632958801498127333e-01,9.550561797752809001e-01,3.558052434456928648e-01
3.445692883895131176e-01,3.595505617977527990e-01,9.588014981273408344e-01,3.520599250936329860e-01
3.445692883895131176e-01,3.595505617977527990e-01,9.700374531835206371e-01,3.520599250936329860e-01
3.445692883895131176e-01,3.595505617977527990e-01,9.662921348314607028e-01,3.520599250936329860e-01
3.408239700374531833e-01,3.558052434456928648e-01,9.700374531835206371e-01,3.483146067415730518e-01
3.408239700374531833e-01,3.558052434456928648e-01,9.737827715355805713e-01,3.483146067415730518e-01
3.370786516853932491e-01,3.558052434456928648e-01,9.737827715355805713e-01,3.464419475655430847e-01
3.370786516853932491e-01,3.558052434456928648e-01,9.775280898876403946e-01,3.464419475655430847e-01
3.370786516853932491e-01,3.520599250936329860e-01,9.812734082397003288e-01,3.445692883895131176e-01
3.333333333333333148e-01,3.483146067415730518e-01,9.850187265917602630e-01,3.408239700374531833e-01
3.333333333333333148e-01,3.483146067415730518e-01,9.925093632958801315e-01,3.408239700374531833e-01
3.295880149812733806e-01,3.483146067415730518e-01,9.850187265917602630e-01,3.389513108614232162e-01
3.295880149812733806e-01,3.483146067415730518e-01,9.887640449438201973e-01,3.389513108614232162e-01
3.295880149812733806e-01,3.483146067415730518e-01,9.887640449438201973e-01,3.389513108614232162e-01
3.295880149812733806e-01,3.445692883895131176e-01,9.962546816479400658e-01,3.370786516853932491e-01
3.295880149812733806e-01,3.445692883895131176e-01,9.925093632958801315e-01,3.370786516853932491e-01
3.258426966292135019e-01,3.445692883895131176e-01,9.925093632958801315e-01,3.352059925093632820e-01
3.258426966292135019e-01,3.445692883895131176e-01,1.000000000000000000e+00,3.352059925093632820e-01
3.220973782771535676e-01,3.445692883895131176e-01,9.925093632958801315e-01,3.333333333333333148e-01
3.220973782771535676e-01,3.445692883895131176e-01,1.000000000000000000e+00,3.333333333333333148e-01
3.220973782771535676e-01,3.445692883895131176e-01,1.000000000000000000e+00,3.333333333333333148e-01
3.220973782771535676e-01,3.445692883895131176e-01,1.000000000000000000e+00,3.333333333333333148e-01
3.183520599250936334e-01,3.408239700374531833e-01,9.925093632958801315e-01,3.295880149812733806e-01
3.183520599250936334e-01,3.408239700374531833e-01,9.925093632958801315e-01,3.295880149812733806e-01
3.146067415730336991e-01,3.408239700374531833e-01,9.925093632958801315e-01,3.277153558052434690e-01
3.146067415730336991e-01,3.445692883895131176e-01,9.906367041198501644e-01,3.295880149812733806e-01
3.146067415730336991e-01,3.445692883895131176e-01,9.887640449438201973e-01,3.295880149812733806e-01
3.146067415730336991e-01,3.445692883895131176e-01,9.887640449438201973e-01,3.295880149812733806e-01
3.108614232209737649e-01,3.408239700374531833e-01,9.906367041198501644e-01,3.258426966292135019e-01
3.108614232209737649e-01,3.445692883895131176e-01,9.925093632958801315e-01,3.277153558052434690e-01
3.071161048689138307e-01,3.445692883895131176e-01,9.850187265917602630e-01,3.258426966292135019e-01
3.071161048689138307e-01,3.445692883895131176e-01,9.812734082397003288e-01,3.258426966292135019e-01
3.071161048689138307e-01,3.445692883895131176e-01,9.737827715355805713e-01,3.258426966292135019e-01
3.071161048689138307e-01,3.445692883895131176e-01,9.700374531835206371e-01,3.258426966292135019e-01
3.071161048689138307e-01,3.445692883895131176e-01,9.700374531835206371e-01,3.258426966292135019e-01
3.071161048689138307e-01,3.445692883895131176e-01,9.662921348314607028e-01,3.258426966292135019e-01
3.033707865168539519e-01,3.445692883895131176e-01,9.625468164794007686e-01,3.239700374531835347e-01
3.033707865168539519e-01,3.445692883895131176e-01,9.588014981273408344e-01,3.239700374531835347e-01
2.996254681647940177e-01,3.445692883895131176e-01,9.550561797752809001e-01,3.220973782771535676e-01
3.033707865168539519e-01,3.445692883895131176e-01,9.513108614232209659e-01,3.239700374531835347e-01
2.996254681647940177e-01,3.483146067415730518e-01,9.400749063670411632e-01,3.239700374531835347e-01
2.996254681647940177e-01,3.483146067415730518e-01,9.363295880149812289e-01,3.239700374531835347e-01
2.996254681647940177e-01,3.483146067415730518e-01,9.325842696629212947e-01,3.239700374531835347e-01
2.996254681647940177e-01,3.483146067415730518e-01,9.250936329588015372e-01,3.239700374531835347e-01
2.958801498127340834e-01,3.520599250936329860e-01,9.213483146067416030e-01,3.239700374531835347e-01
2.958801498127340834e-01,3.520599250936329860e-01,9.176029962546816687e-01,3.239700374531835347e-01
2.958801498127340834e-01,3.520599250936329860e-01,9.101123595505618002e-01,3.239700374531835347e-01
2.921348314606741492e-01,3.520599250936329860e-01,9.026217228464419318e-01,3.220973782771535676e-01
2.921348314606741492e-01,3.558052434456928648e-01,8.913857677902621290e-01,3.239700374531835347e-01
2.921348314606741492e-01,3.558052434456928648e-01,8.838951310861423716e-01,3.239700374531835347e-01
2.921348314606741492e-01,3.558052434456928648e-01,8.764044943820225031e-01,3.239700374531835347e-01
2.921348314606741492e-01,3.558052434456928648e-01,8.689138576779026346e-01,3.239700374531835347e-01
2.921348314606741492e-01,3.595505617977527990e-01,8.576779026217228319e-01,3.258426966292135019e-01
2.921348314606741492e-01,3.595505617977527990e-01,8.539325842696628976e-01,3.258426966292135019e-01
2.883895131086142150e-01,3.595505617977527990e-01,8.426966292134830949e-01,3.239700374531835347e-01
2.883895131086142150e-01,3.632958801498127333e-01,8.314606741573034032e-01,3.258426966292135019e-01
2.883895131086142150e-01,3.632958801498127333e-01,8.127340823970037320e-01,3.258426966292135019e-01
2.883895131086142150e-01,3.670411985018726675e-01,8.014981273408239293e-01,3.277153558052434690e-01
2.883895131086142150e-01,3.670411985018726675e-01,7.902621722846442376e-01,3.277153558052434690e-01
2.883895131086142150e-01,3.670411985018726675e-01,7.790262172284644349e-01,3.277153558052434690e-01
2.883895131086142150e-01,3.707865168539326017e-01,7.677902621722846321e-01,3.295880149812733806e-01
2.883895131086142150e-01,3.707865168539326017e-01,7.565543071161048294e-01,3.295880149812733806e-01
2.883895131086142150e-01,3.745318352059925360e-01,7.453183520599251377e-01,3.314606741573033477e-01
2.883895131086142150e-01,3.745318352059925360e-01,7.340823970037453350e-01,3.314606741573033477e-01
2.883895131086142150e-01,3.782771535580524147e-01,7.078651685393257953e-01,3.333333333333333148e-01
2.883895131086142150e-01,3.820224719101123489e-01,6.966292134831461036e-01,3.352059925093632820e-01
2.883895131086142150e-01,3.820224719101123489e-01,6.853932584269663009e-01,3.352059925093632820e-01
2.883895131086142150e-01,3.857677902621722832e-01,6.741573033707864981e-01,3.370786516853932491e-01
2.921348314606741492e-01,3.857677902621722832e-01,6.629213483146066954e-01,3.389513108614232162e-01
2.921348314606741492e-01,3.895131086142322174e-01,6.516853932584270037e-01,3.408239700374531833e-01
2.921348314606741492e-01,3.895131086142322174e-01,6.554307116104869380e-01,3.408239700374531833e-01
2.921348314606741492e-01,3.932584269662921517e-01,6.379525593008739115e-01,3.426966292134831504e-01
2.921348314606741492e-01,3.970037453183520859e-01,6.029962546816479696e-01,3.445692883895131176e-01
2.958801498127340834e-01,4.007490636704119646e-01,5.917602996254681669e-01,3.483146067415730518e-01
2.958801498127340834e-01,4.007490636704119646e-01,5.805243445692883641e-01,3.483146067415730518e-01
2.958801498127340834e-01,4.044943820224718989e-01,5.692883895131085614e-01,3.501872659176030189e-01
